id,text,length,author
153,"Funny thing is though, you have to stop the boats to achieve that - otherwise, as we saw under Labor, the detention centres keep on filling up, even having to open up new ones to cope with the thousands arriving by boat each month. ",45,TimOfAltona
154,"Now come clean with the Australian people Crowey - you know as well as all of us here that had Abbott left the country to attend a meeting in Palau, you and the rest of the cheer squad would be up in arms attacking him for running away and leaving the the families of the victims of MH17. ",59,TimOfAltona
155,"Best to give up on your attacks over Abbott and MH17 - he is doing what we expect the Australian PM, Labor or Liberal, to be doing and that is firstly - doing everything humanly possible to help the families &amp; to bring their loved ones home and secondly doing all the Australian government can to to assist in bringing the perpetrators to justice. ",65,TimOfAltona
156,Some events transcend domestic politics and this is one of them - follow the lead of your Labor party who have thrown their weight behind Abbott to help him get this job done.,33,TimOfAltona
157,"I think the Labor supporters give Murdoch way too much credit - whilst he was a useful distraction for them away from their internal disunity and dysfunction - I suspect he holds little if any sway over Australian domestic politics. Ask former PM's Rudd and Gillard, they 'consulted' with Murdoch over dinners and lunches whenever they were in NY - I doubt they would support the conspiracy theorists active in these threads today (aka Labor cheer squad) that Murdoch influenced them one way or the other. ",87,TimOfAltona
158,"Who cares if Abbott discussed the PPL with Murdoch over dinner, he probably discussed a lot of things going on at the time - the PPL scheme was on Abbott's radar years before any dinner with Murdoch - it was out in the public domain back in 2010.",48,TimOfAltona
159,"They all beat a path to Murdoch's door when they to NY- Hawke, Howard, Rudd, Gillard, Abbott all have lunches and dinners with the News Corp chairman. Shorten will be working his way to meeting him as soon as he can swing it - if he holds onto the leadership that is.",52,TimOfAltona
160,The truth can be hurtful at times...we have all been there. Don't give up though - there  a place for Labor - it's just that this is not the time.,31,TimOfAltona
161,"Most are living in denial that Murdoch was calling a bad government for what it was, a bad government. At any examination the Rudd-Gillard-Rudd years were not the best for Labor - dysfunction, back stabbing and leaks were a daily occurrence. ",42,TimOfAltona
162,Even the ALP's internal report on last year's election failure stated it was down to internal dysfunction fueled by intense and very public rivalry between the Gillard and Rudd camps. ,31,TimOfAltona
163,"The ALP's current leader, Shorten, was a key player/contributor to all the unfolding dramas and has, thanks to the unions, been rewarded with a temporary seat at the head of the table. He will not survive in that role if Labor is to have any chance of forming a government in the years ahead. ",55,TimOfAltona
